STATEABBRV,COUNTY,STCOFIPS,POPULATION,RISK_SCORE,CFLD_RISKS,DRGT_RISKS,HWAV_RISKS,HRCN_RISKS,IFLD_RISKS,WFIR_RISKS
GA,Newton,13217,112350,50.636132315521635,,44.529262086513995,61.20745022479126,54.3596161869003,61.768447837150134,40.426208651399484
GA,Oconee,13219,41747,19.43384223918575,,54.42111959287532,39.53114964675659,58.61493533583646,34.987277353689564,25.89058524173028
GA,Oglethorpe,13221,14820,8.110687022900763,,62.88167938931297,32.20937700706487,65.62369628702544,13.83587786259542,29.389312977099237
GA,Paulding,13223,168657,69.97455470737913,,36.76844783715013,58.54206807964033,52.607425949103046,73.85496183206108,65.2671755725191
GA,Peach,13225,27943,22.487277353689567,,88.93129770992367,66.69877970456005,70.75511055486025,22.709923664122137,56.329516539440206
GA,Pickens,13227,33175,34.79643765903308,,37.72264631043257,16.82723185613359,41.25990821860659,45.260814249363875,59.82824427480916
GA,Pierce,13229,19713,22.678117048346056,,50.15903307888042,37.98972382787411,84.52231956612432,18.3206106870229,69.0203562340967
GA,Pike,13231,18887,8.0470737913486,,51.20865139949109,35.42068079640334,50.22945348352107,20.229007633587788,33.651399491094146
GA,Polk,13233,42781,64.05852417302799,,81.87022900763358,41.49004495825305,61.66040884438882,66.03053435114504,71.50127226463104
GA,Pulaski,13235,9043,18.161577608142498,,82.60178117048346,55.07385998715478,74.25949103045474,20.674300254452927,56.170483460559794
GA,Putnam,13237,22025,53.30788804071247,,83.58778625954199,56.551059730250486,71.67292448894452,67.90712468193384,63.104325699745544
GA,Quitman,13239,2235,8.333333333333332,,91.412213740458,16.44187540141297,62.66166040884439,4.707379134860051,39.50381679389313
GA,Rabun,13241,16845,45.29262086513995,,33.61959287531807,2.280025690430315,61.57697121401752,58.11068702290076,64.05852417302799
GA,Randolph,13243,6425,17.17557251908397,,86.95928753180662,25.786769428387924,76.09511889862328,9.79643765903308,37.56361323155216
GA,Richmond,13245,206329,87.40458015267176,,32.12468193384224,91.1689145793192,89.15310805173134,86.48218829516541,67.1119592875318
GA,Rockdale,13247,93392,56.170483460559794,,0.0,56.58317276814386,53.94242803504381,63.42239185750637,35.87786259541985
GA,Schley,13249,4547,0.604325699745547,,45.19720101781171,19.460500963391137,51.64789319983313,1.844783715012722,21.787531806615775
GA,Screven,13251,13974,43.89312977099237,0.0,80.37531806615776,61.27167630057803,89.44513975803086,23.091603053435115,54.198473282442755
GA,Seminole,13253,9105,29.48473282442748,,58.206106870229014,23.731535003211302,85.06466416353776,29.4529262086514,35.973282442748086
GA,Spalding,13255,67247,40.87150127226463,,48.6323155216285,55.33076429030186,56.32040050062577,54.07124681933843,37.913486005089055
GA,Stephens,13257,26715,33.42875318066158,,22.932569974554703,30.892742453436096,59.78306216103462,44.02035623409669,37.02290076335878
GA,Stewart,13259,5305,5.852417302798982,,56.202290076335885,31.567116249197177,60.492282019190654,8.524173027989821,43.89312977099237
GA,Sumter,13261,29566,53.18066157760815,,95.51526717557253,68.94669235709698,80.93450146015854,53.49872773536896,64.50381679389314
GA,Talbot,13263,5719,2.862595419847328,,41.698473282442755,28.163134232498393,53.56695869837298,9.764631043256998,40.458015267175576
GA,Taliaferro,13265,1554,0.731552162849873,,27.417302798982192,16.538214515093127,57.488527325823945,2.385496183206107,18.3206106870229
GA,Tattnall,13267,22744,68.38422391857506,,89.40839694656488,63.29479768786127,93.95077179808092,37.81806615776082,63.072519083969475
GA,Taylor,13269,7801,10.146310432569974,,78.65776081424937,41.00834938985228,67.16729244889446,16.762086513994912,47.99618320610687
GA,Telfair,13271,12229,23.536895674300258,,54.898218829516544,56.80796403339756,80.64246975385899,27.798982188295163,45.29262086513995
GA,Terrell,13273,9136,16.539440203562343,,84.35114503816794,28.933847141939633,73.50855235711306,12.881679389312978,41.50763358778626
GA,Thomas,13275,45777,65.96692111959288,,53.78498727735369,61.01477199743096,91.8648310387985,57.347328244274806,71.2468193384224
GA,Tift,13277,41296,56.01145038167938,,67.43002544529261,52.312138728323696,86.44138506466416,46.94656488549619,55.69338422391857
GA,Toombs,13279,26961,42.652671755725194,,77.44910941475827,64.32241490044959,84.14685022945349,37.786259541984734,53.53053435114504
GA,Towns,13281,12478,39.599236641221374,,40.99872773536896,4.784842646114322,49.97914059240717,53.56234096692112,53.7531806615776
GA,Treutlen,13283,6396,2.067430025445293,,52.06743002544529,33.68657675016056,67.2924488944514,5.152671755725191,26.463104325699742
GA,Troup,13285,69343,59.92366412213741,,0.0,69.29993577392422,75.63621193158116,67.71628498727735,58.93765903307888
GA,Turner,13287,8965,16.603053435114504,,68.25699745547074,28.38792549775209,76.30371297455152,8.333333333333332,39.63104325699746
GA,Twiggs,13289,7996,8.492366412213741,,71.4058524173028,70.55234425176621,60.075093867334175,13.676844783715012,58.17430025445292
GA,Union,13291,24618,52.48091603053435,,56.170483460559794,6.647398843930636,56.23696287025448,58.68320610687023,71.88295165394402
GA,Upson,13293,27681,17.14376590330789,,51.55852417302798,50.77071290944123,64.16353775552774,31.711195928753185,41.57124681933841
GA,Walker,13295,67609,72.01017811704835,,68.70229007633588,60.950545921644185,52.649144764288685,65.45801526717557,60.87786259541985
GA,Walton,13297,96630,54.961832061068705,,51.49491094147582,60.854206807964026,55.61118064246974,65.17175572519083,35.909669211195926
GA,Ware,13299,36208,49.363867684478365,,48.02798982188295,60.01926782273603,87.73466833541926,46.087786259541986,73.72773536895673
GA,Warren,13301,5214,5.311704834605599,,47.48727735368957,33.36544637122672,61.91072173550272,10.877862595419847,41.634860050890595
GA,Washington,13303,19925,23.759541984732824,,87.43638676844785,60.69364161849711,73.71714643304131,26.208651399491096,53.81679389312977
GA,Wayne,13305,30031,44.62468193384224,19.8,42.11195928753181,54.65639049454079,88.90279516061744,30.15267175572519,61.73664122137404
GA,Webster,13307,2324,2.44910941475827,,81.52035623409668,18.88246628131021,64.03838130997079,2.671755725190839,29.00763358778626
GA,Wheeler,13309,7437,6.424936386768448,,45.960559796437664,47.07771355170199,72.29870671672924,10.24173027989822,34.00127226463104
GA,White,13311,27990,45.73791348600509,,41.79389312977099,13.904945407835582,58.32290362953693,46.18320610687023,50.92239185750637
GA,Whitfield,13313,102749,81.48854961832062,,36.83206106870229,49.64675658317277,60.6174384647476,75.54071246819338,58.01526717557252
GA,Wilcox,13315,8740,13.16793893129771,,80.24809160305344,44.9582530507386,77.30496453900709,9.223918575063614,39.98091603053435
GA,Wilkes,13317,9516,12.91348600508906,,64.31297709923665,43.09569685292229,73.04964539007092,15.680661577608143,34.70101781170484
GA,Wilkinson,13319,8860,4.643765903307888,,63.104325699745544,45.11881824020552,63.20400500625782,8.778625954198473,41.88931297709924
GA,Worth,13321,20684,36.48218829516539,,88.80407124681933,43.60950545921644,80.51731330830204,25.95419847328244,53.40330788804071
HI,Hawaii,15001,200469,98.50508905852416,50.8,27.63994910941476,0.0,68.25198164372132,98.88676844783714,98.2824427480916
HI,Honolulu,15003,1013620,98.75954198473282,75.6,13.486005089058525,0.0,73.29995828118481,99.30025445292621,98.98218829516541
HI,Kalawao,15005,82,0.095419847328244,18.2,0.0,0.0,10.387984981226534,0.699745547073791,19.370229007633593
HI,Kauai,15007,73136,84.44656488549617,49.8,26.3676844783715,0.0,64.87275761368377,90.61704834605598,93.06615776081425
HI,Maui,15009,164632,93.1297709923664,54.0,19.306615776081426,0.0,69.50354609929079,93.67048346055981,95.26081424936386
ID,Ada,16001,494805,87.75445292620864,,14.567430025445294,92.90301862556196,,89.82188295165395,98.25063613231552
ID,Adams,16003,4357,39.56743002544529,,13.16793893129771,18.2723185613359,,35.87786259541985,96.72391857506362
ID,Bannock,16005,86991,66.88931297709924,,16.221374045801525,78.9980732177264,,51.87659033078881,96.91475826972008
ID,Bear Lake,16007,6369,6.583969465648855,,15.394402035623408,5.491329479768786,,7.220101781170484,78.37150127226464
ID,Benewah,16009,9494,19.87913486005089,,14.249363867684478,27.007064868336546,,46.9147582697201,74.77735368956743
ID,Bingham,16011,47925,60.14631043256997,,26.78117048346056,85.99871547848427,,58.778625954198475,83.5559796437659
ID,Blaine,16013,24251,65.36259541984732,,15.648854961832065,64.29030186255619,,70.51526717557252,93.8295165394402
ID,Boise,16015,7582,48.918575063613225,,12.404580152671755,14.868336544637122,,42.93893129770993,97.2328244274809
ID,Bonner,16017,46954,77.29007633587787,,13.42239185750636,53.88567758509954,,86.95928753180662,82.69720101781171
ID,Bonneville,16019,123895,82.41094147582697,,19.40203562340967,81.24598587026333,,78.5941475826972,90.33078880407125
ID,Boundary,16021,12050,26.08142493638677,,15.171755725190838,30.92485549132948,,45.801526717557245,80.6615776081425
ID,Butte,16023,2574,4.421119592875318,,18.225190839694655,27.745664739884393,,9.128498727735368,55.50254452926209
ID,Camas,16025,1059,5.979643765903308,,15.426208651399492,8.574181117533719,,3.371501272264631,80.82061068702289
ID,Canyon,16027,230937,71.72391857506362,,20.896946564885496,89.46692357096981,,80.3117048346056,92.49363867684478
ID,Caribou,16029,7026,7.220101781170484,,18.00254452926209,9.055876685934487,,10.655216284987278,80.97964376590332
ID,Cassia,16031,24356,43.57506361323155,,25.19083969465649,56.64739884393064,,52.735368956743,94.6882951653944
ID,Clark,16033,783,0.763358778625954,,16.125954198473284,4.881181759794476,,2.131043256997455,64.66284987277355
ID,Clearwater,16035,8728,46.9147582697201,,13.263358778625957,27.45664739884393,,55.72519083969466,96.4058524173028
ID,Custer,16037,4271,52.41730279898219,,15.044529262086517,20.520231213872833,,57.31552162849872,87.02290076335878
ID,Elmore,16039,28530,51.972010178117046,,18.03435114503817,58.73474630700064,,30.057251908396953,97.64631043256996
ID,Franklin,16041,14177,7.633587786259542,,16.50763358778626,26.557482337829157,,17.39821882951654,78.7849872773537
ID,Fremont,16043,13341,38.26335877862596,,19.274809160305345,29.447655748233785,,41.412213740458014,87.08651399491094
ID,Gem,16045,19098,34.44656488549619,,13.199745547073793,44.25176621708414,,35.68702290076336,96.50127226463104
ID,Gooding,16047,15584,25.44529262086514,,20.865139949109416,56.165703275529864,,25.92239185750636,95.29262086513997
ID,Idaho,16049,16440,78.37150127226464,,14.949109414758269,37.89338471419397,,72.90076335877863,98.72773536895673
ID,Jefferson,16051,30825,40.108142493638674,,22.169211195928753,79.12652536929994,,37.086513994910945,62.5
ID,Jerome,16053,24208,21.469465648854964,,24.10941475826972,72.9287090558767,,31.138676844783713,90.235368956743
ID,Kootenai,16055,171251,78.97582697201018,,14.026717557251908,83.10854206807964,,86.32315521628499,79.51653944020356
ID,Latah,16057,39513,33.26972010178117,,15.998727735368956,51.252408477842,,50.413486005089055,92.08015267175573
ID,Lemhi,16059,7951,41.4440203562341,,14.376590330788805,12.491971740526656,,59.764631043257,93.19338422391856
ID,Lewis,16061,3530,3.085241730279898,,15.330788804071249,19.332048811817597,,11.991094147582697,85.94147582697201
ID,Lincoln,16063,5117,9.064885496183203,,18.575063613231553,40.17341040462428,,14.408396946564888,92.04834605597965
ID,Madison,16065,52900,58.61959287531806,,21.278625954198475,77.00706486833656,,57.79262086513995,70.26081424936386
ID,Minidoka,16067,21577,20.48346055979644,,26.017811704834603,71.74052665382146,,32.06106870229007,55.34351145038168
ID,Nez Perce,16069,42062,32.98346055979644,,15.553435114503817,56.06936416184971,,57.69720101781171,89.34478371501272
ID,Oneida,16071,4563,1.399491094147583,,15.458015267175574,17.084136159280668,,4.866412213740458,81.20229007633588
ID,Owyhee,16073,11869,44.11577608142493,,20.0381679389313,48.20166987797045,,58.71501272264631,95.80152671755725
ID,Payette,16075,25363,17.111959287531807,,14.790076335877863,48.522800256904304,,33.9058524173028,89.98091603053437
ID,Power,16077,7876,16.921119592875318,,24.36386768447837,40.65510597302504,,7.601781170483461,88.99491094147582
ID,Shoshone,16079,13154,62.849872773536894,,12.372773536895677,30.635838150289015,,76.01781170483459,69.62468193384224
ID,Teton,16081,11613,29.4529262086514,,15.871501272264632,9.698137443802183,,27.958015267175572,90.87150127226464
ID,Twin Falls,16083,89972,46.94656488549619,,23.314249363867685,82.65895953757226,,51.11323155216285,93.95674300254453
ID,Valley,16085,11617,55.62977099236641,,12.818066157760812,17.565831727681438,,55.78880407124682,97.45547073791349
ID,Washington,16087,10478,30.311704834605596,,14.185750636132315,38.34296724470135,,38.16793893129771,95.61068702290076
IL,Adams,17001,65679,64.18575063613231,,84.06488549618322,91.23314065510596,23.946599916562366,60.65521628498728,5.216284987277354
IL,Alexander,17003,5231,44.083969465648856,,70.86513994910942,50.224791265253685,20.734251147267415,40.489821882951645,2.131043256997455
IL,Bond,17005,16725,36.22773536895674,,53.43511450381679,65.9601798330122,21.234876929495204,30.47073791348601,7.506361323155216
IL,Boone,17007,53397,57.347328244274806,,49.459287531806616,46.82080924855491,8.844388819357532,63.93129770992366,8.301526717557252
IL,Brown,17009,6230,4.739185750636132,,54.93002544529262,62.55619781631342,9.136420525657073,4.071246819338422,0.22264631043257
IL,Bureau,17011,33213,62.27735368956743,,94.59287531806616,48.16955684007707,25.114726741760535,63.358778625954194,13.040712468193384
IL,Calhoun,17013,4437,6.075063613231553,,38.32697201017812,59.60179833012202,7.55110554860242,16.125954198473284,0.572519083969466
IL,Carroll,17015,15692,39.026717557251914,,84.764631043257,35.966602440590876,12.05673758865248,46.46946564885496,13.072519083969466
IL,Cass,17017,13037,38.645038167938935,,84.12849872773536,64.83622350674374,15.602836879432624,28.117048346055977,0.286259541984733
IL,Champaign,17019,205823,90.45801526717557,,95.45165394402035,89.14579319203597,48.93617021276596,90.36259541984732,16.157760814249365
IL,Christian,17021,33996,54.039440203562336,,91.2531806615776,68.17597944765575,32.040050062578224,41.50763358778626,9.033078880407125
IL,Clark,17023,15435,27.32188295165394,,79.03944020356234,52.79383429672448,39.96662494785148,31.043256997455472,8.110687022900763
IL,Clay,17025,13270,41.06234096692112,,90.235368956743,62.10661528580603,37.29662077596996,38.89949109414758,5.279898218829516
IL,Clinton,17027,36801,65.5852417302799,,59.98727735368957,77.23185613359024,33.249895702962036,64.02671755725191,7.919847328244274
IL,Coles,17029,46818,70.35623409669212,,89.2175572519084,70.74502247912653,38.881935753024614,74.49109414758269,9.541984732824428
IL,Cook,17031,5272775,99.96819338422391,44.0,25.731552162849873,99.83943481053309,48.894451397580305,99.93638676844785,55.78880407124682
IL,Crawford,17033,18678,37.02290076335878,,71.72391857506362,55.42710340398202,24.822695035460992,43.70229007633588,1.972010178117048
IL,Cumberland,17035,10425,25.8587786259542,,86.57760814249363,43.93063583815029,32.957863996662496,33.49236641221374,4.675572519083969
IL,DeKalb,17037,100385,80.82061068702289,,74.74554707379136,58.991650610147715,19.649561952440553,82.98346055979644,6.424936386768448
IL,De Witt,17039,15516,29.262086513994912,,81.71119592875317,48.1053307642903,19.27409261576971,30.311704834605596,2.099236641221374
IL,Douglas,17041,19718,62.11832061068703,,89.28117048346056,53.53243416827232,39.17396745932415,60.05089058524173,4.198473282442748
IL,DuPage,17043,932368,97.64631043256996,,23.21882951653944,93.32048811817599,25.073007926574885,97.99618320610686,33.74681933842239
IL,Edgar,17045,16856,34.9236641221374,,86.45038167938931,59.44123314065511,42.59491030454734,30.025445292620866,10.019083969465647
IL,Edwards,17047,6245,26.14503816793893,,91.60305343511449,48.97238278741169,22.9453483521068,21.501272264631044,0.763358778625954
IL,Effingham,17049,34654,53.7531806615776,,87.18193384223919,66.85934489402698,40.25865665415102,49.17302798982188,10.877862595419847
IL,Fayette,17051,21487,48.75954198473281,,73.72773536895673,70.90558766859345,42.34459741343346,49.52290076335878,15.807888040712466
IL,Ford,17053,13516,26.208651399491096,,54.198473282442755,31.34232498394348,15.185648727576137,35.591603053435115,1.78117048346056
IL,Franklin,17055,37777,80.94783715012723,,58.23791348600509,87.37957610789981,45.59866499791406,65.68066157760815,5.756997455470738
IL,Fulton,17057,33569,59.00127226463104,,65.83969465648855,76.71804752729608,23.779724655819777,57.63358778625955,4.930025445292621
IL,Gallatin,17059,4943,33.87404580152672,,71.56488549618321,71.6441875401413,35.71130579891531,36.036895674300254,1.208651399491094
IL,Greene,17061,11985,12.97709923664122,,68.44783715012723,61.849710982658955,18.314559866499792,13.199745547073793,0.254452926208651
IL,Grundy,17063,52475,66.50763358778626,,37.27735368956743,45.857418111753375,9.386733416770964,66.47582697201018,15.680661577608143
IL,Hamilton,17065,7953,30.820610687022903,,52.735368956743,44.05908798972382,27.8264497288277,12.53180661577608,1.145038167938931
IL,Hancock,17067,17592,31.075063613231553,,84.0966921119593,80.44315992292871,24.780976220275345,24.17302798982188,1.431297709923664
IL,Hardin,17069,3643,8.301526717557252,,46.46946564885496,34.48940269749518,25.23988318731748,15.458015267175574,5.343511450381679
IL,Henderson,17071,6382,17.525445292620866,,80.27989821882952,52.15157353885678,13.558614935335836,24.713740458015273,1.653944020356234
IL,Henry,17073,49270,57.09287531806616,,90.5852417302799,70.23121387283237,19.31581143095536,51.526717557251914,7.124681933842239
IL,Iroquois,17075,27072,73.95038167938931,,22.58269720101781,43.99486191393706,30.579891531080516,79.58015267175573,3.530534351145039
IL,Jackson,17077,52912,87.11832061068702,,59.223918575063614,90.68721901091843,43.34584897788903,76.52671755725191,11.450381679389311
IL,Jasper,17079,9278,20.419847328244277,,84.51017811704835,37.21901091843288,32.41551939924906,28.37150127226463,2.353689567430025
IL,Jefferson,17081,37082,77.2264631043257,,58.301526717557245,81.27809890815672,39.13224864413851,58.96946564885496,9.701017811704835
IL,Jersey,17083,21501,18.861323155216287,,45.51526717557252,79.28709055876686,8.802670004171882,18.03435114503817,0.477099236641221
IL,Jo Daviess,17085,22021,51.30407124681934,,68.19338422391857,48.683365446371226,16.437213183145598,58.524173027989825,21.469465648854964
IL,Johnson,17087,13301,51.08142493638677,,52.54452926208651,68.85035324341683,38.08927826449729,37.88167938931298,11.259541984732824
IL,Kane,17089,516173,94.59287531806616,,65.71246819338423,90.01284521515736,21.151439299123904,95.48346055979644,32.729007633587784
IL,Kankakee,17091,107359,88.23155216284987,,42.87531806615776,77.68143866409763,27.242386316228615,92.4618320610687,20.260814249363868
IL,Kendall,17093,131852,80.24809160305344,,45.61068702290076,61.881824020552344,9.929078014184398,79.73918575063614,14.249363867684478
IL,Knox,17095,49886,57.15648854961832,,74.30025445292621,80.28259473346179,22.069253233208176,49.363867684478365,1.11323155216285
IL,Lake,17097,713483,95.99236641221374,29.799999999999997,40.776081424936386,92.51766217084136,18.231122236128495,97.2328244274809,44.94274809160305
IL,LaSalle,17099,109558,86.10050890585242,,87.97709923664122,69.68529222864484,30.287859824780977,88.19974554707379,21.278625954198475
IL,Lawrence,17101,15271,49.23664122137404,,85.84605597964376,57.257546563904945,22.110972048393823,58.206106870229014,0.540712468193384
IL,Lee,17103,34125,54.38931297709924,,79.58015267175573,31.856133590237633,15.68627450980392,62.53180661577608,9.446564885496183
IL,Livingston,17105,35797,71.78753180661577,,73.25063613231552,49.10083493898523,25.740508969545267,81.07506361323156,2.576335877862595
IL,Logan,17107,27961,58.11068702290076,,92.43002544529261,74.95183044315993,24.86441385064664,53.68956743002544,1.494910941475827
IL,McDonough,17109,27238,37.53180661577608,,83.49236641221374,82.20937700706486,20.10846891948269,21.087786259541986,0.858778625954199
IL,McHenry,17111,310151,90.77608142493636,,59.16030534351145,75.49775208734748,10.304547350855236,93.09796437659033,31.615776081424933
IL,McLean,17113,170926,86.89567430025447,,93.03435114503817,85.22800256904303,32.45723821443471,85.17811704834605,8.874045801526718
IL,Macon,17115,103930,83.30152671755725,,87.5,90.26974951830445,37.08802670004172,83.26972010178118,21.151399491094143
IL,Macoupin,17117,44940,79.93002544529261,,67.27099236641222,91.45793192035968,24.447225698790152,68.70229007633588,9.287531806615776
IL,Madison,17119,265727,93.41603053435117,,63.19974554707379,98.00899165061014,32.66583229036296,92.2709923664122,14.75826972010178
IL,Marion,17121,37690,77.13104325699746,,64.44020356234097,83.26910725754657,40.59240717563621,68.12977099236642,15.458015267175574
IL,Marshall,17123,11735,27.2264631043257,,82.72900763358777,34.77842003853564,13.975803087192324,35.11450381679389,4.389312977099237
IL,Mason,17125,13071,43.034351145038165,,86.92748091603053,57.38599871547848,23.19566124322069,47.20101781170484,1.622137404580153
IL,Massac,17127,14128,61.60941475826972,,76.97201017811705,72.80025690430315,31.622861910721735,43.034351145038165,7.633587786259542
IL,Menard,17129,12284,28.68956743002545,,78.5941475826972,60.05138086062941,16.520650813516895,29.357506361323153,3.594147582697201
IL,Mercer,17131,15683,8.778625954198473,,71.53307888040712,48.49068721901092,11.305798915310806,9.16030534351145,1.081424936386768
IL,Monroe,17133,34896,41.85750636132315,,41.12595419847328,87.57225433526011,17.02127659574468,32.283715012722645,1.908396946564886
IL,Montgomery,17135,28277,65.39440203562341,,79.93002544529261,79.4155427103404,42.136003337505215,58.7468193384224,13.64503816793893
IL,Morgan,17137,32911,71.11959287531806,,92.87531806615776,83.36544637122671,21.944096787651233,61.22773536895675,1.844783715012722
IL,Moultrie,17139,14522,45.038167938931295,,88.70865139949109,55.84457289659601,33.66708385481852,49.07760814249364,4.325699745547073
IL,Ogle,17141,51743,71.08778625954199,,75.76335877862596,41.74694926140013,13.642052565707132,77.03562340966921,11.418575063613233
IL,Peoria,17143,181691,90.68066157760815,,85.43256997455471,92.8709055876686,30.705047976637463,88.74045801526718,9.79643765903308
IL,Perry,17145,20924,72.07379134860051,,58.11068702290076,78.90173410404624,40.50896954526492,49.80916030534351,3.848600508905852
IL,Piatt,17147,16660,34.95547073791349,,87.05470737913485,42.48554913294797,22.02753441802253,43.670483460559794,3.975826972010178
IL,Pike,17149,14724,30.343511450381676,,81.80661577608143,77.19974309569685,24.90613266583229,33.651399491094146,0.954198473282443
IL,Pope,17151,3760,14.885496183206106,,50.604325699745544,34.0398201669878,25.865665415102217,17.239185750636132,8.174300254452927
IL,Pulaski,17153,5180,49.04580152671756,,73.40966921119593,50.57803468208093,28.57738840216938,15.139949109414758,0.699745547073791
IL,Putnam,17155,5637,9.16030534351145,,62.75445292620865,19.396274887604367,8.51063829787234,19.59287531806616,4.357506361323155
IL,Randolph,17157,30151,78.62595419847328,,57.283715012722645,89.24213230571611,44.388819357530245,57.82442748091603,6.23409669211196
IL,Richland,17159,15809,46.660305343511446,,77.25826972010178,64.12973667308928,38.67334167709637,41.25318066157761,2.735368956743003
IL,Rock Island,17161,144591,84.12849872773536,,70.48346055979644,93.35260115606935,13.76720901126408,79.45292620865139,8.71501272264631
IL,St. Clair,17163,257200,94.91094147582696,,61.41857506361323,98.13744380218368,34.87692949520233,94.49745547073792,15.076335877862595
IL,Saline,17165,23693,70.13358778625954,,67.01653944020356,78.45215157353884,43.51272423863161,57.410941475826974,8.555979643765903
IL,Sangamon,17167,196182,91.69847328244275,,95.92875318066157,96.2106615285806,41.42678347934919,91.15776081424936,18.79770992366412
IL,Schuyler,17169,6902,11.354961832061068,,61.51399491094147,55.10597302504818,15.519399249061328,8.174300254452927,0.349872773536896
IL,Scott,17171,4937,2.767175572519084,,71.5966921119593,35.131663455362876,9.219858156028367,5.120865139949109,0.095419847328244
IL,Shelby,17173,20974,51.74936386768449,,93.41603053435117,56.32626846499679,40.67584480600751,48.346055979643765,12.563613231552162
IL,Stark,17175,5400,7.251908396946565,,78.91221374045801,22.60757867694284,10.471422611597832,11.16412213740458,0.826972010178117
IL,Stephenson,17177,44602,73.91857506361323,,81.04325699745547,63.712267180475266,15.060492282019192,77.92620865139949,26.97201017811705
IL,Tazewell,17179,131288,84.19211195928753,,84.66921119592875,86.06294155427103,28.11848143512724,84.35114503816794,7.951653944020356
IL,Union,17181,17217,55.37531806615776,,60.846055979643765,84.13615928066795,36.1284939507718,38.93129770992366,9.223918575063614
IL,Vermilion,17183,74163,78.81679389312977,,87.11832061068702,79.09441233140655,46.22444722569879,76.46310432569975,22.678117048346056
IL,Wabash,17185,11347,24.84096692111959,,68.35241730279898,54.495825305073865,15.936587400917816,25.82697201017812,0.44529262086514
IL,Warren,17187,16835,15.489821882951654,,81.90203562340967,65.76750160565189,17.480183562786817,11.036895674300254,0.190839694656489
IL,Washington,17189,13755,55.152671755725194,,66.6030534351145,90.17341040462429,38.75677930746767,38.99491094147582,3.880407124681934
IL,Wayne,17191,16161,40.74427480916031,,70.57888040712467,86.41618497109826,36.46224447225699,35.43256997455471,1.463104325699746
IL,White,17193,13871,54.26208651399491,,67.6208651399491,65.73538856775852,35.62786816854401,44.274809160305345,2.2264631043257
IL,Whiteside,17195,55637,65.80788804071247,,86.76844783715013,50.19267822736031,18.35627868168544,70.06997455470739,14.122137404580156
IL,Will,17197,696135,97.26463104325701,,38.104325699745544,95.50417469492612,26.24113475177305,97.86895674300254,56.234096692111954
IL,Williamson,17199,67101,85.7824427480916,,54.230279898218825,90.71933204881182,44.51397580308719,69.94274809160305,14.185750636132315
IL,Winnebago,17201,285162,92.36641221374046,,57.88804071246819,85.26011560693641,20.02503128911139,94.37022900763358,32.66539440203562
IL,Woodford,17203,38455,39.91730279898219,,70.22900763358778,49.421965317919074,16.10346266166041,51.463104325699746,3.339694656488549
IN,Adams,18001,35787,52.13104325699746,,0.0,65.44637122671804,39.84146850229454,61.323155216284995,10.400763358778626
IN,Allen,18003,385219,90.83969465648855,,57.029262086513995,72.4791265253693,43.80475594493116,93.54325699745549,39.12213740458015
IN,Bartholomew,18005,82160,70.86513994910942,,50.413486005089055,60.78998073217726,21.443471005423444,77.98982188295165,26.11323155216285
IN,Benton,18007,8719,4.866412213740458,,0.0,22.254335260115607,23.48769294952023,8.492366412213741,1.176844783715013
IN,Blackford,18009,12110,9.001272264631044,,29.930025445292618,36.3519588953115,21.360033375052147,18.670483460559797,2.544529262086514
IN,Boone,18011,70777,43.225190839694655,,57.347328244274806,55.940912010276165,14.14267834793492,56.8384223918575,6.997455470737914
IN,Brown,18013,15475,19.6882951653944,,20.610687022900763,33.04431599229287,7.092198581560284,37.97709923664122,8.269720101781171
IN,Carroll,18015,20289,29.64376590330789,,59.891857506361326,36.31984585741811,29.954109303295784,47.23282442748092,7.15648854961832
IN,Cass,18017,37854,56.77480916030534,,69.08396946564885,63.32691072575466,33.75052148518982,64.09033078880407,11.068702290076336
IN,Clark,18019,120950,81.36132315521628,,40.235368956743,59.53757225433526,14.643304130162704,81.1704834605598,20.674300254452927
IN,Clay,18021,26463,27.035623409669213,,57.601781170483456,49.454078355812456,18.39799749687109,34.19211195928753,6.838422391857506
IN,Clinton,18023,33183,30.53435114503817,,64.94910941475827,48.90815671162492,25.365039632874424,34.86005089058524,5.502544529262086
IN,Crawford,18025,10515,25.795165394402037,,27.2264631043257,43.802183686576754,12.76595744680851,40.87150127226463,8.460559796437659
IN,Daviess,18027,33361,58.81043256997456,,75.15903307888041,66.28131021194605,30.329578639966627,62.213740458015266,22.391857506361323
IN,Dearborn,18029,50661,45.229007633587784,,25.986005089058523,35.80603725112395,8.260325406758447,52.57633587786259,12.27735368956743
IN,Decatur,18031,26440,23.123409669211195,,42.74809160305343,20.84136159280668,18.89862327909887,36.51399491094148,6.806615776081425
IN,DeKalb,18033,43222,41.31679389312977,,57.82442748091603,25.176621708413617,21.568627450980394,51.78117048346056,11.991094147582697
IN,Delaware,18035,111870,76.33587786259542,,43.89312977099237,35.45279383429673,31.78973717146433,82.47455470737911,21.81933842239186
IN,Dubois,18037,43629,59.12849872773537,,61.100508905852415,63.51958895311497,31.581143095536085,66.06234096692111,16.762086513994912
IN,Elkhart,18039,206994,83.7468193384224,,47.105597964376585,72.86448298008992,47.100542344597415,84.0966921119593,32.88804071246819
IN,Fayette,18041,23396,33.49236641221374,,33.460559796437664,26.589595375722546,13.934084272006675,48.72773536895674,4.580152671755725
IN,Floyd,18043,80437,75.38167938931298,,24.84096692111959,61.23956326268465,9.803921568627452,74.17302798982189,19.274809160305345
